customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,322.2767874783608
77915507,103.15,0,149.92071926477925
31958910,297.28,3,538.1473699930899
76868487,353.81,2,561.1786391938783
69435006,392.83,0,429.73359183104515
77839435,729.68,3,682.147909835833
48477656,232.55,1,278.4228393130488
35650259,343.17,0,391.4854396012051
52835676,278.63,1,161.49364008333305
94747661,100.0,4,100.0
86721650,601.09,3,567.1934692529193
13990016,241.79,3,213.83350813030492
52181606,579.11,3,760.0690611306312
55031862,100.0,0,111.5262176458965
63458545,132.64,3,144.24120036799073
70077133,280.2,3,219.36331517245463
94797989,100.0,4,103.99107995200592
11861113,130.48,1,181.29214992799618
71300790,100.0,2,100.0
56912274,100.0,2,141.44659759741953
69361118,538.62,3,335.6240358466388
58527003,100.0,4,206.80440892491836
78621389,250.92,3,162.36604485806325
95531820,134.59,0,285.00281302411327
64980163,100.0,2,138.07694782720495
51770731,1228.82,2,1177.44086507276
63600010,100.0,3,252.62129826854925
29680959,100.0,3,113.76108169616545
77254126,879.47,4,924.8467412312347
64268951,248.5,2,131.68509824909043
95460983,966.87,1,971.6520662269202
64345143,359.28,2,234.37053485078977
52560459,100.0,3,100.0
67522325,100.59,1,143.19656791988038
47501584,100.0,0,100.0
87983467,100.0,1,100.0
87404131,272.42,3,190.74780557257597
75471595,385.88,3,461.8331975324454
42131372,100.0,3,227.2707791255223
37786340,445.08,3,370.06706691312894
26532649,100.0,0,168.65623887372135
16428210,412.28,2,480.36375574177777
34168928,100.0,2,100.0
78990863,227.38,1,320.1032259403245
78006645,479.47,2,335.02702925397597
12605714,100.0,3,122.47225742330166
51442746,328.49,1,338.3686135918074
48588939,100.0,2,100.0
46824260,244.74,4,428.76250764647745
48441046,560.87,1,468.3607712406008
96319123,100.0,2,102.36600736871377
53707476,1349.93,3,911.572859600996
61720637,100.0,0,111.67675170897472
83555331,100.0,0,100.0
89361748,315.25,2,342.33397988552383
77759109,680.51,4,636.0474254600084
44371592,428.94,3,580.5437413720363
26610817,1935.7,2,1904.133009207743
13069781,198.95,2,181.4494118013244
74898724,3520.63,2,2949.2296903576894
97917718,100.0,4,100.0
94674668,100.0,0,100.0
98344221,595.31,2,411.65257930787294
95493941,527.95,1,340.7833916746006
20408310,100.0,3,108.38112640982962
35204750,100.0,3,274.98816671937215
32991669,401.8,4,305.06810933136325
15451514,100.0,4,198.4363791517438
99875046,2162.23,2,1975.833781212984
34442521,305.4,0,322.4482184355262
22536188,100.0,0,111.87377077455379
16752709,686.5,3,582.4222213860178
41318787,100.0,2,146.27921275628327
17058618,100.0,3,144.81610918708748
30606165,100.0,4,221.19240871431754
90260929,357.33,0,253.36452161200165
40797781,1182.91,3,1073.9464217290883
66533040,100.0,4,127.45129164608471
83798402,100.0,4,100.0
57786859,100.0,3,100.75151771906887
60845249,873.16,3,856.2379235582574
25516818,100.0,3,259.261725736629
28467373,153.57,4,132.1843454554236
60197659,100.0,0,149.34391399246064
46128578,100.0,3,123.56766708823348
73079625,100.0,1,100.0
65184780,100.0,0,269.18635048563925
63074353,486.12,2,326.51256976241416
36445132,851.45,1,717.6587360118014
32670859,292.69,0,178.38308732598068
33261871,331.9,0,258.883614963051
12832356,568.78,2,494.0645256061754
39048050,100.0,0,110.84573457158788
99269359,198.28,3,173.21394534898496
82922399,345.24,3,251.46483798047296
16983642,454.89,2,518.4548153235581
64173363,1303.96,0,1292.7370144554675
16749387,100.0,4,118.14503189080592
22569697,100.0,0,155.50615536283712
61702023,2995.56,1,2588.280646578164
76328458,657.85,1,484.73971500475443
56996264,100.0,1,100.0
67560501,100.0,2,130.81715712177856
46719783,100.0,1,100.0
58941638,194.54,4,204.73431915425894
91121324,100.0,4,164.02987845769005
64598861,141.02,3,202.04064387845509
14128906,100.0,3,106.40005733977767
45574662,738.55,3,535.0226250603794
65701641,100.0,0,116.4264885771576
34482067,775.2,1,736.8446939799568
24006455,123.17,3,217.45709136884656
46214063,227.14,4,171.82302801378668
57124666,100.0,2,110.08925990640418
33438799,1401.06,2,1292.8673397286836
17324698,227.7,2,145.377207719997
10497577,100.0,0,103.55087009101803
23280076,352.24,4,405.54316129901537
14294164,2394.66,2,2083.4030327084806
60009998,109.84,0,191.89991486631456
91246088,1480.61,0,1485.8337024334369
69483038,100.0,1,184.84711862928086
34495985,100.0,0,100.0
33585716,438.52,2,359.1455397236521
94531671,100.0,1,110.96637731023108
44073582,100.0,4,167.9136418520741
14399198,1150.6,4,1177.7175289484196
98703987,785.3,1,727.4553303234238
16300570,534.81,0,484.2869146044759
12653630,544.38,2,472.98347702044305
36286308,100.0,0,105.77308736332978
69872507,100.0,3,203.72657704031033
78019997,100.0,4,108.42601896573005
73507413,100.0,1,356.20367189264266
26035116,100.0,0,121.7011767204377
42138533,292.96,2,465.6111410739737
87173649,307.73,4,250.5713191468754
58565713,182.44,1,319.82954232032097
15892422,513.72,4,477.74745129214296
40468256,195.49,0,192.00312492852592
83382930,359.96,1,343.0183072870364
95599299,100.0,4,122.66539585204542
28574111,100.0,1,175.06534198328626
15749262,100.0,4,121.9452090009645
27592965,100.0,0,134.37830681523585
93156830,100.0,4,100.0
78172959,100.0,2,100.0
61779394,103.64,1,243.18976839138998
90929111,743.49,3,670.1270757248604
73961513,533.29,3,1168.6258776454479
73953693,248.6,1,227.3878427300457
91869235,1155.58,3,961.5721919036544
83019302,100.0,2,100.0
73993115,100.0,4,128.0249405074668
35728851,794.61,2,502.8782778038204
56633814,100.0,4,124.76746671543047
51314768,690.41,1,719.3198945707995
51472310,100.0,3,100.0
36578566,100.0,3,100.0
21918434,145.14,4,462.35052256049687
54116135,100.0,2,184.43064572533586
69697340,1456.44,4,1735.5189681100746
13289965,100.0,4,253.48095405103518
45062283,486.05,4,371.85257327910534
86379029,100.0,2,142.914060356975
80377909,134.65,0,122.47613551295454
87210363,234.98,2,198.06322217712113
34118905,723.29,1,897.5627143783952
77513350,100.0,2,327.51243159965435
12591547,100.0,2,100.0
96280992,344.26,2,273.4558261576479
14493640,2691.83,3,100.0
69304391,100.0,1,100.0
76737539,100.0,1,134.60609149959657
17366709,554.06,4,477.24481590508765
40202689,170.5,2,221.27769683326557
23764007,100.0,1,265.2399460277801
42552399,100.0,1,184.79565908024986
62626162,990.93,4,868.7159944386815
91939282,625.29,3,377.8148926882654
89071183,100.0,0,102.13853386587917
13724186,554.74,0,487.3207535134167
26187750,100.0,1,106.33157048028534
92219224,100.0,3,100.0
12752936,442.65,2,341.8632342521621
92018823,693.81,2,687.34782014031
51584334,116.41,0,219.28621853963858
59853584,878.42,0,522.7505510633673
12518916,100.0,1,100.0
67043640,427.42,4,406.01864725311304
65185825,588.82,4,612.4191030189166
38662951,700.06,4,522.1755590801581
77473407,100.0,4,117.27256224690058
51221012,100.0,4,139.9085027474218
76649249,100.0,0,175.53736511270353
85310427,100.0,3,233.00798600939893
16487714,100.0,0,100.0
44215644,716.53,4,645.5656610852153
85419147,453.64,0,711.2965553371511
34859563,100.0,1,127.527724567379
48738780,100.0,0,226.72611482183876
39817262,663.69,2,558.0030470157216
38540355,206.35,1,189.17419021159637
96382806,121.76,4,272.4218889405205
26774388,100.0,1,257.10436376055833
64745501,100.0,2,164.6484230521271
68398063,744.75,4,528.8088811272457
72108534,1172.76,4,1157.614326266226
52289104,475.09,1,302.97632277922133
78843781,359.13,3,258.9165940030028
74494245,300.34,0,292.5771521147073
48554049,256.48,4,234.74284436711216
38743530,100.0,0,100.0
76605535,418.62,1,435.4074891271294
34218267,195.33,1,143.50603868402717
86644490,226.76,4,286.7158738431897
58825477,138.65,0,131.07126944640385
53691677,100.0,0,118.85096431673175
19926326,100.0,2,100.0
11774600,100.0,1,100.0
41031143,504.51,4,401.51320283758173
76216803,332.53,2,342.8065736958447
14061343,100.0,1,182.431248190075
57867707,550.2,1,578.5867678366819
40123659,100.0,2,161.47467908553926
10380034,382.85,2,385.3822944354261
76080536,928.9,3,431.0143193993182
72815661,158.33,2,230.35642837552763
61238836,4378.24,4,4002.8327201418
69343206,394.61,4,376.33684127008144
39651974,471.85,1,669.7689267631729
48828134,100.0,2,119.1133073094572
94714329,100.0,3,103.77276260910091
94110003,866.41,4,736.1158690731679
52676453,100.0,3,100.0
54311205,100.0,4,124.31171128802653
52310167,1842.67,3,1538.3131478420012
11475560,100.0,2,254.29498298887256
25014152,100.0,4,117.18652509837263
58244733,289.2,0,334.93991468359917
36527872,100.0,4,116.19518856982322
28942968,100.0,0,184.9351052909278
