customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,268.3764941964286
77915507,103.15,0,151.38478415178568
31958910,297.28,3,433.4821457589287
76868487,353.81,2,496.82741235119045
69435006,392.83,0,401.93532797619037
77839435,729.68,3,605.6228774801586
48477656,232.55,1,277.41131369047616
35650259,343.17,0,378.2829227678571
52835676,278.63,1,161.74345295138886
94747661,100.0,4,111.48200000000001
86721650,601.09,3,541.1806978670636
13990016,241.79,3,216.72364910714282
52181606,579.11,3,914.624820535714
55031862,100.0,0,208.41794337797614
63458545,132.64,3,144.69639747023808
70077133,280.2,3,187.98384097222214
94797989,100.0,4,100.0
11861113,130.48,1,216.57991755952384
71300790,100.0,2,107.28081875000001
56912274,100.0,2,134.73149092261903
69361118,538.62,3,296.68104375000013
58527003,100.0,4,216.27003467261912
78621389,250.92,3,132.43887425595244
95531820,134.59,0,253.13895066964292
64980163,100.0,2,135.47424357638894
51770731,1228.82,2,1012.2013395833328
63600010,100.0,3,170.93625032242062
29680959,100.0,3,113.8351239583333
77254126,879.47,4,917.108869047619
64268951,248.5,2,130.722819047619
95460983,966.87,1,893.5198678075396
64345143,359.28,2,234.41624516369038
52560459,100.0,3,102.55068750000001
67522325,100.59,1,121.39292916666663
47501584,100.0,0,101.789003125
87983467,100.0,1,114.09410937500002
87404131,272.42,3,192.97363191964286
75471595,385.88,3,433.8850390873014
42131372,100.0,3,202.37748482142857
37786340,445.08,3,352.36194836309534
26532649,100.0,0,128.85028836805557
16428210,412.28,2,404.86845519931455
34168928,100.0,2,106.70477395833332
78990863,227.38,1,320.16251626984115
78006645,479.47,2,381.3995556299602
12605714,100.0,3,166.55406956845246
51442746,328.49,1,368.48888913690473
48588939,100.0,2,102.83002083333334
46824260,244.74,4,407.4254823660714
48441046,560.87,1,464.1275891819986
96319123,100.0,2,125.28000223214285
53707476,1349.93,3,965.1213782738099
61720637,100.0,0,102.75282068452381
83555331,100.0,0,102.18390104166663
89361748,315.25,2,288.4192936507938
77759109,680.51,4,597.8195906250002
44371592,428.94,3,676.8914749255953
26610817,1935.7,2,1919.095532961311
13069781,198.95,2,142.23737090773812
74898724,3520.63,2,2867.4604773809506
97917718,100.0,4,117.37347291666663
94674668,100.0,0,112.89474999999997
98344221,595.31,2,382.0379004464287
95493941,527.95,1,301.4650730654763
20408310,100.0,3,100.6855625
35204750,100.0,3,455.161182440476
32991669,401.8,4,307.31164824810605
15451514,100.0,4,186.78239650297624
99875046,2162.23,2,1920.875995287699
34442521,305.4,0,277.29987423115057
22536188,100.0,0,106.99357812499997
16752709,686.5,3,649.7933658234128
41318787,100.0,2,168.20562842261907
17058618,100.0,3,134.75426517857153
30606165,100.0,4,240.62297485119058
90260929,357.33,0,125.60738318452385
40797781,1182.91,3,1102.8056540178577
66533040,100.0,4,137.87140327380956
83798402,100.0,4,111.58464687499998
57786859,100.0,3,114.10942552083334
60845249,873.16,3,865.2011409970235
25516818,100.0,3,313.8845027033732
28467373,153.57,4,123.60753293650791
60197659,100.0,0,137.98400863095242
46128578,100.0,3,111.26744999999998
73079625,100.0,1,105.578853125
65184780,100.0,0,243.5184898809524
63074353,486.12,2,297.91930982142856
36445132,851.45,1,697.7799789434523
32670859,292.69,0,217.55090349702382
33261871,331.9,0,305.62533013392874
12832356,568.78,2,602.0743416666667
39048050,100.0,0,175.18007455357142
99269359,198.28,3,206.94586279761901
82922399,345.24,3,280.0664473214284
16983642,454.89,2,444.11572028769825
64173363,1303.96,0,1267.8053719494044
16749387,100.0,4,150.4148694196429
22569697,100.0,0,179.8293104910714
61702023,2995.56,1,2537.0434620287697
76328458,657.85,1,554.5349240327382
56996264,100.0,1,133.8789215029762
67560501,100.0,2,104.71404687499998
46719783,100.0,1,106.39387485119046
58941638,194.54,4,233.19880434027772
91121324,100.0,4,130.26878988095243
64598861,141.02,3,170.15764583333342
14128906,100.0,3,101.01658333333333
45574662,738.55,3,538.5978578621031
65701641,100.0,0,114.60783750000003
34482067,775.2,1,694.1643353422622
24006455,123.17,3,164.42470931186867
46214063,227.14,4,132.01012812499994
57124666,100.0,2,105.93601354166665
33438799,1401.06,2,1249.2557839533724
17324698,227.7,2,119.67200461309521
10497577,100.0,0,102.18659826388887
23280076,352.24,4,462.23720501442983
14294164,2394.66,2,2280.126961952109
60009998,109.84,0,186.00372447916666
91246088,1480.61,0,1071.0244869047615
69483038,100.0,1,183.01184568452385
34495985,100.0,0,100.54290625
33585716,438.52,2,395.94631125992066
94531671,100.0,1,101.07676666666666
44073582,100.0,4,139.75186056547614
14399198,1150.6,4,701.4660490575395
98703987,785.3,1,591.9124061011909
16300570,534.81,0,537.3439578621031
12653630,544.38,2,550.4613158234126
36286308,100.0,0,106.7496458333333
69872507,100.0,3,204.89120178571426
78019997,100.0,4,235.73844761904766
73507413,100.0,1,270.41571845238104
26035116,100.0,0,131.2055056547619
42138533,292.96,2,398.0625752232142
87173649,307.73,4,321.2170059771824
58565713,182.44,1,344.9618784226192
15892422,513.72,4,421.52100523313493
40468256,195.49,0,206.06019456845243
83382930,359.96,1,380.361999206349
95599299,100.0,4,111.8876782738095
28574111,100.0,1,182.26763221726193
15749262,100.0,4,104.42203333333332
27592965,100.0,0,141.83988050595244
93156830,100.0,4,100.73140208333332
78172959,100.0,2,262.78647683531744
61779394,103.64,1,273.92170624999994
90929111,743.49,3,659.6847389880948
73961513,533.29,3,1237.4285562003975
73953693,248.6,1,269.96932316468263
91869235,1155.58,3,974.8852462797619
83019302,100.0,2,128.62868749999996
73993115,100.0,4,193.10613578869044
35728851,794.61,2,421.10194015377
56633814,100.0,4,145.9909739583333
51314768,690.41,1,662.8203881944439
51472310,100.0,3,114.64655885416664
36578566,100.0,3,103.93520833333332
21918434,145.14,4,318.08577710813495
54116135,100.0,2,206.11593407738096
69697340,1456.44,4,1700.1072755208327
13289965,100.0,4,180.26235386904762
45062283,486.05,4,417.68277418154787
86379029,100.0,2,156.40628162878787
80377909,134.65,0,138.28045461309512
87210363,234.98,2,175.80095629960311
34118905,723.29,1,1231.7160984623008
77513350,100.0,2,120.16176562499997
12591547,100.0,2,113.19229761904762
96280992,344.26,2,265.51569739583334
14493640,2691.83,3,100.40725
69304391,100.0,1,487.42821443452374
76737539,100.0,1,113.33686458333334
17366709,554.06,4,499.7433408482142
40202689,170.5,2,256.0604766369048
23764007,100.0,1,203.3727305059524
42552399,100.0,1,108.61136041666666
62626162,990.93,4,889.6242550595238
91939282,625.29,3,497.5704381448415
89071183,100.0,0,118.82964722222223
13724186,554.74,0,488.98926019345265
26187750,100.0,1,112.02336086309523
92219224,100.0,3,106.79809895833333
12752936,442.65,2,430.3101852678574
92018823,693.81,2,702.398950074405
51584334,116.41,0,184.1203964285715
59853584,878.42,0,494.12676612103166
12518916,100.0,1,113.79616666666668
67043640,427.42,4,451.12096502976203
65185825,588.82,4,608.5878720734129
38662951,700.06,4,563.6158337549605
77473407,100.0,4,101.40657812500001
51221012,100.0,4,147.42935468750005
76649249,100.0,0,114.88437916666669
85310427,100.0,3,178.4362421130953
16487714,100.0,0,100.0
44215644,716.53,4,567.8407482886906
85419147,453.64,0,916.4218798363097
34859563,100.0,1,128.0716876488096
48738780,100.0,0,199.99837318948417
39817262,663.69,2,595.2250079816017
38540355,206.35,1,173.007977827381
96382806,121.76,4,296.6131873511904
26774388,100.0,1,185.19338169642856
64745501,100.0,2,173.88308923611112
68398063,744.75,4,606.533911235119
72108534,1172.76,4,1003.3581659226193
52289104,475.09,1,303.5061223710317
78843781,359.13,3,291.4194229166666
74494245,300.34,0,247.8645627232143
48554049,256.48,4,187.24192061011908
38743530,100.0,0,105.55008125000002
76605535,418.62,1,394.7965334821428
34218267,195.33,1,161.5900794146826
86644490,226.76,4,310.89944672619043
58825477,138.65,0,148.82772956349203
53691677,100.0,0,117.98340282738096
19926326,100.0,2,104.43611979166667
11774600,100.0,1,104.872065625
41031143,504.51,4,417.97445617559526
76216803,332.53,2,303.6201691964286
14061343,100.0,1,166.16412180059524
57867707,550.2,1,533.8911130952376
40123659,100.0,2,133.38923256448408
10380034,382.85,2,411.08276478174605
76080536,928.9,3,432.7513983630952
72815661,158.33,2,252.46769687499994
61238836,4378.24,4,3841.2371776041655
69343206,394.61,4,381.816914955357
39651974,471.85,1,678.7415725446431
48828134,100.0,2,115.3877056547619
94714329,100.0,3,107.35245833333333
94110003,866.41,4,760.0043387152779
52676453,100.0,3,108.65397023237179
54311205,100.0,4,137.0526375744048
52310167,1842.67,3,1456.4490140625
11475560,100.0,2,289.95806056547605
25014152,100.0,4,102.0928574404762
58244733,289.2,0,378.1595268601189
36527872,100.0,4,100.53626875
28942968,100.0,0,221.84863360840555
42621286,100.0,0,136.47763348214283
88988402,448.12,1,666.4978400049602
62350767,100.0,4,101.26805729166668
70831734,408.94,2,434.27913718659795
36242607,942.95,3,1103.8496340029762
74448885,100.0,1,100.145625
96353372,224.14,0,257.7056925595238
75082414,136.37,4,268.866177703373
92315567,530.43,1,504.6139464285713
50522892,764.47,0,712.1777773809522
51736880,100.0,0,161.3381248015873
40769349,362.41,3,736.2440938266598
19682091,518.04,2,757.0712587053574
89392370,100.0,3,144.89840426587304
23363745,562.38,3,905.0099343253975
13702122,314.88,1,261.7769187003968
76098629,100.0,4,101.90559375000001
98627426,100.0,2,102.68862291666667
82549130,196.21,3,244.12572743055551
94673850,1161.27,0,1174.5594912202387
21664403,100.0,0,102.54260937500001
91215923,100.0,0,178.23510007440478
96507316,469.72,0,808.3709174107142
74066025,100.0,2,198.61570858134928
40374366,100.0,0,100.50800000000001
23968140,105.97,1,150.56565773809515
81231132,100.0,0,177.09629434523816
86329470,653.28,1,358.0538479166664
40799300,1006.18,3,779.5966649553569
51360661,100.0,3,110.18161562499999
70250150,441.71,1,468.1199692708334
69842191,100.0,0,100.224765625
95314693,267.03,0,223.2516979662697
87122344,616.34,3,550.6462458829368
43668657,401.17,4,318.7183485119047
69961269,100.0,0,134.7767287202381
35533314,942.41,0,706.4479751488093
92402170,100.0,0,200.0243919642857
97211940,184.11,1,200.01734253472222
38289696,580.2,4,408.6833693204368
44793738,268.14,4,237.5093631696428
60039359,1638.53,1,1421.525913789683
65024999,974.44,1,713.8385436011905
33625843,100.0,2,104.352225
86934541,100.0,1,207.0182557291667
94723482,100.0,4,218.00272242063497
28886484,160.67,1,113.7154556547619
30171436,404.69,1,515.9146245738636
86431085,203.59,1,305.75194181547613
48227890,158.75,1,153.97746041666667
27786903,200.98,1,169.82476249999993
78809641,263.79,2,560.4136429315479
20246588,362.45,4,413.4446645833333
13451499,100.0,2,162.41660848214275
94274538,252.97,3,299.68911808035705
45044255,266.88,1,222.11215877976196
13703803,539.42,1,245.7629460565476
48541312,100.0,1,101.58097083333332
46702219,100.0,2,100.33904375
14458122,643.44,4,404.6354997023811
42536250,1197.49,4,1006.4691499751987
90622071,114.55,3,199.42211205357134
51082256,100.0,0,109.14060833333333
43422026,283.73,3,199.33429751984124
34912783,246.13,3,313.0055090029763
41473101,160.9,4,114.22495238095239
94771397,547.34,0,438.7080528769842
74997370,312.2,3,231.38151949404755
66630783,100.0,0,100.41067708333334
58112925,100.0,0,115.370875
14142455,100.0,0,127.121171875
50743803,100.0,0,126.34159211309523
74829799,186.54,0,201.11657371031748
72477619,100.0,1,169.03788789682528
13936411,652.36,0,450.3503546063313
85976122,1161.97,0,1240.2568469494054
82333891,100.0,3,123.43412760416666
35626482,1194.15,3,1164.3696812748024
84917928,1698.17,4,1557.372794097223
13372860,100.0,1,100.879875
89237448,905.96,0,628.5253964285716
39255048,368.68,0,429.76735657242045
54089179,1149.13,3,1035.3332904017852
92902384,115.18,2,201.7582325892858
44678098,420.7,0,265.0260802962661
21679020,186.13,2,175.8163741071429
21094823,100.0,4,141.80273563988095
31728669,419.38,3,485.80145565476204
60572881,100.0,0,147.26516354166662
76864197,100.0,4,150.87216755952386
99489939,754.26,3,606.7700584821428
41345198,100.0,2,183.565440625
38263055,2987.95,0,2805.0498904761907
84245401,264.72,2,291.0283746775794
16138080,309.61,4,296.82893578869067
44220638,100.0,3,113.90659895833335
20184152,100.0,4,160.92619300595246
43537653,100.0,2,131.6225363095238
71522377,100.0,4,101.37303125
62093327,100.0,0,106.61810416666665
85736917,1119.8,0,1165.2476694940476
38705131,2128.36,0,1792.1894533482136
10677478,179.86,0,225.51784434523816
60321602,100.0,1,116.83072187500002
42163799,433.98,1,370.11480500992064
32136248,100.0,3,124.1887192708333
98170824,1549.1,1,1366.999559672619
83233590,100.0,1,141.7295449404762
55765990,407.44,4,345.711431547619
77135759,109.0,1,342.5651721230159
42243913,100.0,3,156.34692395833335
17107037,100.0,1,102.06607812499999
16306137,543.74,0,384.3748743303571
23618708,100.0,1,125.35712410714288
22996595,100.0,2,168.8693774553571
20691811,100.0,2,142.94358125
55813824,100.0,4,171.22686919642857
40316371,100.0,1,166.22270119047624
10607687,1702.34,2,1431.446740178571
57376994,141.44,0,103.87328125000002
21499261,945.07,3,775.5284941220239
57781260,457.48,4,435.9405543154764
67789626,345.74,3,252.70611346726187
46711353,446.7,4,500.9107810019838
90122293,561.19,2,532.467426785714
96361762,881.59,1,917.7631348710318
72776067,262.1,4,277.8692000000001
84637907,100.0,0,112.82724166666665
20038826,100.0,4,417.8560328125001
21095409,385.85,3,370.24238504464273
48839163,352.01,3,385.9962294642857
71344555,100.0,0,102.5872875
94692052,681.4,0,480.1044855474387
49019615,100.0,4,175.59098779761902
74265615,100.0,0,122.36278779761906
68788059,209.92,0,123.36545498511903
53923732,292.23,0,430.8835382688493
57374312,143.6,1,139.20835625000004
75222876,1321.74,1,239.40571626984115
81168891,100.0,2,147.1144866071429
61990517,100.0,1,100.955821875
18747833,1009.12,1,594.480427604167
96247471,483.82,4,346.09690332341296
88332224,712.55,2,1132.8712338045634
98089362,148.15,3,323.58830396825397
51823711,100.0,1,124.16219122023806
29107178,131.07,1,195.7033242559524
56179373,100.0,4,153.77230535714287
67637300,651.75,4,539.3232635416666
50924161,528.14,2,220.0342686011905
66720730,561.06,2,497.52833593749983
33295454,1532.66,2,1089.5616384176587
76161502,1815.85,3,1707.5200101190483
13809977,441.15,3,270.7728125248016
78665831,100.0,0,208.69995550595235
19479297,825.73,1,667.4317202876987
31306819,100.0,2,139.2014986607143
29806283,948.07,0,749.4079675324678
11930860,100.0,4,100.0
24915736,232.82,1,401.5450124007936
67452324,100.0,4,245.0070842261905
64576177,250.09,1,318.8452914682539
22333247,288.86,4,313.7110077380952
83661145,730.16,3,892.6652351686507
87886500,100.0,4,103.85293437499999
25586266,100.0,1,123.94400714285716
73912782,200.19,1,233.1450365575396
74795610,100.0,2,109.87204687500002
93942555,100.0,2,197.19453417658727
52043481,149.01,1,126.96950937499996
27754609,100.0,4,106.48490729166664
73005528,348.61,2,326.7903180059524
13288905,305.08,3,298.60360729166666
42907688,100.0,2,187.03752276785707
46393408,792.78,0,552.5106064980158
68505519,764.14,4,1036.6514173363098
98982132,118.08,0,254.19637656250006
89185528,237.3,3,227.965874280754
41164354,1208.1,2,1191.9861854910716
72236212,100.0,2,155.69184062499997
64881749,201.03,2,287.1676206642316
32538640,100.0,1,135.51915952380958
28828144,100.0,2,172.08180312500002
20447531,1453.1,2,1435.376700744048
52126246,100.0,2,190.1355913690477
12272237,100.0,3,120.10850007440472
64650040,376.53,0,547.46171297123
29632898,100.0,0,154.48914962797613
82804838,100.0,0,100.0
74157082,315.87,1,138.52868541666658
56831945,2177.91,3,2020.6576247767866
56413604,100.0,2,127.44844776785712
67161755,162.17,3,192.92911969246038
44586013,498.48,2,471.1531809027777
70030641,504.34,1,276.0181841517858
69556608,100.0,3,131.33192306547622
41704546,100.0,0,165.2939633928571
35325835,100.0,2,113.60308854166666
58361040,175.14,3,186.75573764880943
66804002,200.26,0,196.15214749503966
75875008,100.0,3,100.42235833333334
89728655,100.0,3,104.22149479166664
56123307,1137.92,3,974.8427649057546
73402539,292.95,2,203.43240766369053
41817765,100.0,4,105.0902114583333
79977198,623.16,0,430.64806815476175
66809432,100.0,3,713.7161369295634
79831675,218.95,2,325.90737033053745
96863017,269.89,1,318.9040233382937
72033071,100.0,1,102.78337604166668
96928903,629.95,3,481.9778301091268
12438696,227.07,4,276.15481103670646
61495215,100.0,1,297.01288883928567
99123143,100.0,3,133.95622738095233
19970380,123.0,1,218.68005793650792
61535032,178.35,0,256.1037212729977
87709092,100.0,2,107.4057824404762
