customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,336.70312500000006
77915507,103.15,0,140.06943333333334
31958910,297.28,3,504.0953083333332
76868487,353.81,2,516.6236000000002
69435006,392.83,0,375.83256666666637
77839435,729.68,3,652.6437749999998
48477656,232.55,1,286.0439999999999
35650259,343.17,0,388.35421666666656
52835676,278.63,1,163.623675
94747661,100.0,4,103.02921666666667
86721650,601.09,3,526.5072250000002
13990016,241.79,3,205.78639583333344
52181606,579.11,3,833.0792999999998
55031862,100.0,0,139.3906666666667
63458545,132.64,3,137.55841666666666
70077133,280.2,3,201.54653333333334
94797989,100.0,4,101.18303333333333
11861113,130.48,1,203.70770833333327
71300790,100.0,2,120.95461666666664
56912274,100.0,2,137.193675
69361118,538.62,3,365.34114999999997
58527003,100.0,4,243.29858333333334
78621389,250.92,3,162.29183333333344
95531820,134.59,0,236.47368333333327
64980163,100.0,2,144.5922416666666
51770731,1228.82,2,773.1135166666667
63600010,100.0,3,184.59398333333334
29680959,100.0,3,115.01026666666665
77254126,879.47,4,1093.6715833333333
64268951,248.5,2,127.79318333333327
95460983,966.87,1,1053.5059999999999
64345143,359.28,2,230.5052083333333
52560459,100.0,3,100.56489999999998
67522325,100.59,1,131.73615
47501584,100.0,0,113.43709166666667
87983467,100.0,1,141.26367500000003
87404131,272.42,3,223.8458333333332
75471595,385.88,3,478.3050583333336
42131372,100.0,3,178.6357666666667
37786340,445.08,3,299.56384166666663
26532649,100.0,0,142.97214166666663
16428210,412.28,2,412.9428500000003
34168928,100.0,2,110.78689166666668
78990863,227.38,1,366.0898916666667
78006645,479.47,2,379.2636916666667
12605714,100.0,3,113.98167499999998
51442746,328.49,1,324.5988916666667
48588939,100.0,2,100.632325
46824260,244.74,4,428.4099333333332
48441046,560.87,1,478.1455000000002
96319123,100.0,2,114.68715
53707476,1349.93,3,977.4325500000007
61720637,100.0,0,103.92972499999998
83555331,100.0,0,105.95309166666671
89361748,315.25,2,210.07659999999996
77759109,680.51,4,608.6733833333335
44371592,428.94,3,649.5682833333328
26610817,1935.7,2,1926.1286249999994
13069781,198.95,2,177.11475
74898724,3520.63,2,2975.451583333334
97917718,100.0,4,104.65218333333334
94674668,100.0,0,113.51974999999999
98344221,595.31,2,403.4783416666666
95493941,527.95,1,329.07539166666675
20408310,100.0,3,101.94922500000001
35204750,100.0,3,356.25513333333345
32991669,401.8,4,302.6584250000001
15451514,100.0,4,214.72650833333353
99875046,2162.23,2,1859.932941666666
34442521,305.4,0,303.9583749999998
22536188,100.0,0,105.29709166666667
16752709,686.5,3,671.2214083333331
41318787,100.0,2,123.26242500000001
17058618,100.0,3,164.19019166666658
30606165,100.0,4,219.3403000000001
90260929,357.33,0,295.2281000000001
40797781,1182.91,3,1055.2698749999993
66533040,100.0,4,129.9027
83798402,100.0,4,114.06814166666665
57786859,100.0,3,101.95966666666665
60845249,873.16,3,919.5675083333335
25516818,100.0,3,226.94055000000003
