customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,380.7334464650787
77915507,103.15,0,147.0818290946958
31958910,297.28,3,438.31849839420624
76868487,353.81,2,508.99168155017827
69435006,392.83,0,398.5511799103716
77839435,729.68,3,692.5752596211411
48477656,232.55,1,320.22162464097147
35650259,343.17,0,384.408463336676
52835676,278.63,1,168.1072702237019
94747661,100.0,4,100.0
86721650,601.09,3,554.8349218960819
13990016,241.79,3,197.77223208912264
52181606,579.11,3,882.9432830636595
55031862,100.0,0,126.52196672369422
63458545,132.64,3,133.49678730256687
70077133,280.2,3,244.32338636693805
94797989,100.0,4,100.0
11861113,130.48,1,197.06310367971548
71300790,100.0,2,100.0
56912274,100.0,2,100.0
69361118,538.62,3,318.17685221995
58527003,100.0,4,206.23122190927236
78621389,250.92,3,130.35119205557186
95531820,134.59,0,262.66678687730496
64980163,100.0,2,139.5206768577196
51770731,1228.82,2,920.9909919125697
63600010,100.0,3,157.509279453901
29680959,100.0,3,120.51047468882285
77254126,879.47,4,972.0554268366831
64268951,248.5,2,134.99854375514298
95460983,966.87,1,1130.526379686872
64345143,359.28,2,269.88856831682074
52560459,100.0,3,108.04027802008557
67522325,100.59,1,147.6402447269363
47501584,100.0,0,100.0
87983467,100.0,1,100.0
87404131,272.42,3,211.9352007426951
75471595,385.88,3,461.4325070766552
42131372,100.0,3,239.76157435311055
37786340,445.08,3,417.07194922019653
26532649,100.0,0,176.07456966891732
16428210,412.28,2,526.3671468194883
34168928,100.0,2,100.0
78990863,227.38,1,301.10559221428684
78006645,479.47,2,501.81578391948705
12605714,100.0,3,119.6868879457939
51442746,328.49,1,404.9428246985557
48588939,100.0,2,100.0
46824260,244.74,4,389.1845932037192
48441046,560.87,1,560.3262013662468
96319123,100.0,2,102.29728856911947
53707476,1349.93,3,1164.5870025650554
61720637,100.0,0,100.0
83555331,100.0,0,100.0
89361748,315.25,2,314.5472488219212
77759109,680.51,4,644.5994221626931
44371592,428.94,3,627.0235547768234
26610817,1935.7,2,2024.8768408040223
13069781,198.95,2,169.96352798129246
74898724,3520.63,2,3214.7674684621043
97917718,100.0,4,100.0
94674668,100.0,0,100.0
98344221,595.31,2,455.41159158274553
95493941,527.95,1,439.42665934820326
20408310,100.0,3,100.0
35204750,100.0,3,193.86054884171577
32991669,401.8,4,320.94130808682326
15451514,100.0,4,201.633490857511
99875046,2162.23,2,2013.310247675441
34442521,305.4,0,282.15403103687515
22536188,100.0,0,105.9038065977424
16752709,686.5,3,527.6106451636774
41318787,100.0,2,100.0
17058618,100.0,3,100.0
30606165,100.0,4,263.8836184545148
90260929,357.33,0,150.02992343680867
40797781,1182.91,3,1116.970903259773
66533040,100.0,4,100.0
83798402,100.0,4,100.0
57786859,100.0,3,118.01035062301702
60845249,873.16,3,906.7132192845792
25516818,100.0,3,122.28951448945361
28467373,153.57,4,148.12732331910223
60197659,100.0,0,105.31749455795915
46128578,100.0,3,113.5544472826582
73079625,100.0,1,100.0
65184780,100.0,0,297.3448015483073
63074353,486.12,2,315.1598175368539
36445132,851.45,1,710.806437811734
32670859,292.69,0,209.27718779001614
33261871,331.9,0,278.4527199548937
12832356,568.78,2,556.8839466268885
39048050,100.0,0,105.21839789062778
99269359,198.28,3,212.2063242162173
82922399,345.24,3,279.82392895618324
16983642,454.89,2,539.9557070861528
64173363,1303.96,0,1385.5440985331327
16749387,100.0,4,100.0
22569697,100.0,0,165.4305336566104
61702023,2995.56,1,2762.65887417415
76328458,657.85,1,557.448807372503
56996264,100.0,1,100.0
67560501,100.0,2,132.048775729421
46719783,100.0,1,100.0
58941638,194.54,4,207.80029279468195
91121324,100.0,4,157.47253425187236
64598861,141.02,3,221.68261713123204
14128906,100.0,3,102.60589521671994
45574662,738.55,3,591.4841958241468
65701641,100.0,0,105.51645192258928
34482067,775.2,1,786.6705256530589
24006455,123.17,3,184.33585216324627
46214063,227.14,4,193.60152598972346
57124666,100.0,2,100.0
33438799,1401.06,2,1348.9760808422184
17324698,227.7,2,150.17732315788228
10497577,100.0,0,100.0
23280076,352.24,4,445.7037561744996
14294164,2394.66,2,2189.121330385725
60009998,109.84,0,200.31219432832722
91246088,1480.61,0,1389.0053359153487
69483038,100.0,1,171.72524135250524
34495985,100.0,0,129.24571071238086
33585716,438.52,2,363.0341711876416
94531671,100.0,1,100.0
44073582,100.0,4,145.38786591528597
14399198,1150.6,4,1133.7935150141886
98703987,785.3,1,727.0385262888739
16300570,534.81,0,446.5067618450518
12653630,544.38,2,516.7282615477982
36286308,100.0,0,100.0
69872507,100.0,3,172.62021296819572
78019997,100.0,4,100.0
73507413,100.0,1,270.525892814199
26035116,100.0,0,100.0
42138533,292.96,2,344.2977438101004
87173649,307.73,4,302.691169598269
58565713,182.44,1,254.77917573715973
15892422,513.72,4,481.0384060040665
40468256,195.49,0,201.61158313840997
83382930,359.96,1,377.06855126781386
95599299,100.0,4,103.02700128832112
28574111,100.0,1,161.74199149781774
15749262,100.0,4,125.59753561718674
27592965,100.0,0,115.72992853298416
93156830,100.0,4,100.0
78172959,100.0,2,100.0
61779394,103.64,1,304.39141603577
90929111,743.49,3,690.6615041178362
73961513,533.29,3,1348.6962178788406
73953693,248.6,1,225.19356881531633
91869235,1155.58,3,1122.4417548693393
83019302,100.0,2,101.26808088859138
73993115,100.0,4,143.84471979393427
35728851,794.61,2,528.0778013624912
56633814,100.0,4,117.54978748401936
51314768,690.41,1,755.3781823989034
51472310,100.0,3,100.40140728266488
36578566,100.0,3,102.53654999737842
21918434,145.14,4,380.86279934417263
