customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,369.29768526785716
77915507,103.15,0,121.13503065476193
31958910,297.28,3,446.2324438244051
76868487,353.81,2,502.62509464962113
69435006,392.83,0,343.924105406746
77839435,729.68,3,691.634054761905
48477656,232.55,1,305.4178597470237
35650259,343.17,0,362.87593690476206
52835676,278.63,1,151.13254069940473
94747661,100.0,4,112.87278645833335
86721650,601.09,3,558.0311527033729
13990016,241.79,3,230.49025438988102
52181606,579.11,3,906.1976041666663
55031862,100.0,0,215.1842307291667
63458545,132.64,3,139.15549642857144
70077133,280.2,3,212.15549732142853
94797989,100.0,4,101.34741964285715
11861113,130.48,1,197.4085616815477
71300790,100.0,2,117.72864687500001
56912274,100.0,2,129.37828343253972
69361118,538.62,3,316.0145616071428
58527003,100.0,4,215.50895935019835
78621389,250.92,3,132.7649093005952
95531820,134.59,0,251.46471443452393
64980163,100.0,2,115.00971190476193
51770731,1228.82,2,1229.523112351191
63600010,100.0,3,153.76121540178573
29680959,100.0,3,102.54290520833334
77254126,879.47,4,1007.0210536210316
64268951,248.5,2,123.28260803571429
95460983,966.87,1,996.549175099206
64345143,359.28,2,256.6985564732144
52560459,100.0,3,101.97372916666667
67522325,100.59,1,116.93927499999995
47501584,100.0,0,100.59371875000001
87983467,100.0,1,102.25248854166665
87404131,272.42,3,195.40183526785708
75471595,385.88,3,462.1093183035714
42131372,100.0,3,260.16398775703453
37786340,445.08,3,429.1725979910713
26532649,100.0,0,202.27893720238097
16428210,412.28,2,473.3213199404762
34168928,100.0,2,105.41267604166669
78990863,227.38,1,310.4565935267857
78006645,479.47,2,370.1867145089288
12605714,100.0,3,140.57549769345238
51442746,328.49,1,389.46581309523833
48588939,100.0,2,100.32051666666668
46824260,244.74,4,351.7785892857143
48441046,560.87,1,524.5507944196429
96319123,100.0,2,114.28797916666667
53707476,1349.93,3,1069.4831640873015
61720637,100.0,0,102.18584791666666
83555331,100.0,0,101.20363541666666
89361748,315.25,2,341.73574873511905
77759109,680.51,4,665.956911235119
44371592,428.94,3,659.8217869182902
26610817,1935.7,2,1957.6851305803564
13069781,198.95,2,111.59295416666664
74898724,3520.63,2,3232.965528348214
97917718,100.0,4,117.20165034722223
94674668,100.0,0,100.0
98344221,595.31,2,382.32878139880944
95493941,527.95,1,444.9652057291667
20408310,100.0,3,109.49946874999998
35204750,100.0,3,243.38129404761898
32991669,401.8,4,325.9318918154764
15451514,100.0,4,125.96016235119048
99875046,2162.23,2,2027.1298452209248
34442521,305.4,0,296.804638640873
22536188,100.0,0,113.8814763392857
16752709,686.5,3,492.66597938988116
41318787,100.0,2,121.05004717261905
17058618,100.0,3,136.790046875
30606165,100.0,4,260.7506882936508
90260929,357.33,0,145.75189196428576
40797781,1182.91,3,1036.9630015625003
66533040,100.0,4,137.72962455357145
83798402,100.0,4,120.48314404761902
57786859,100.0,3,108.99001428571428
60845249,873.16,3,903.7818195436512
25516818,100.0,3,233.83624687499983
28467373,153.57,4,112.70144345238096
