customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,437.0645554785407
77915507,103.15,0,239.22862580964585
31958910,297.28,3,604.8668778636938
76868487,353.81,2,517.7700746482355
69435006,392.83,0,434.5555774179866
77839435,729.68,3,946.8771466151754
48477656,232.55,1,274.79913979926835
35650259,343.17,0,475.09725505830085
52835676,278.63,1,142.37601916593474
94747661,100.0,4,100.0
86721650,601.09,3,470.030295325896
13990016,241.79,3,205.93060547241845
52181606,579.11,3,929.5475461457945
55031862,100.0,0,100.0
63458545,132.64,3,178.2208829598681
70077133,280.2,3,218.7868791021886
94797989,100.0,4,100.0
11861113,130.48,1,254.95119582238294
71300790,100.0,2,100.0
56912274,100.0,2,100.0
69361118,538.62,3,263.9606775219086
58527003,100.0,4,236.45747831340196
78621389,250.92,3,120.96237091858399
95531820,134.59,0,444.11984168365797
64980163,100.0,2,143.58119354453152
51770731,1228.82,2,999.8843824943156
63600010,100.0,3,192.64947842457997
29680959,100.0,3,108.15629214297502
77254126,879.47,4,850.5348295850163
64268951,248.5,2,235.92282076037668
95460983,966.87,1,870.4538207685797
64345143,359.28,2,178.87855174593483
52560459,100.0,3,100.0
67522325,100.59,1,150.98303693291848
47501584,100.0,0,100.0
87983467,100.0,1,100.0
87404131,272.42,3,227.09051119832037
75471595,385.88,3,440.88068522262967
42131372,100.0,3,186.8061068981329
37786340,445.08,3,261.49647260137334
26532649,100.0,0,154.690488328752
16428210,412.28,2,613.9631163724688
34168928,100.0,2,100.0
78990863,227.38,1,350.8836221782466
78006645,479.47,2,387.9000037072533
12605714,100.0,3,100.0
51442746,328.49,1,297.16478228645485
48588939,100.0,2,100.0
46824260,244.74,4,427.74795181349515
48441046,560.87,1,473.33517769149137
96319123,100.0,2,100.0
53707476,1349.93,3,1057.8557652311179
61720637,100.0,0,165.68624326271987
83555331,100.0,0,163.90086754113207
89361748,315.25,2,470.2208346119198
77759109,680.51,4,605.927371110163
44371592,428.94,3,547.7560082559048
26610817,1935.7,2,1936.8189178432244
13069781,198.95,2,168.299521255706
74898724,3520.63,2,2990.7646827200033
97917718,100.0,4,100.0
94674668,100.0,0,100.0
98344221,595.31,2,433.135164843325
95493941,527.95,1,488.89928514929625
20408310,100.0,3,182.0980505334656
35204750,100.0,3,257.6994134554362
32991669,401.8,4,263.56969038938024
15451514,100.0,4,251.27620172535813
99875046,2162.23,2,1704.9036292576875
34442521,305.4,0,408.7084335351753
22536188,100.0,0,100.0
16752709,686.5,3,760.5847744251578
41318787,100.0,2,100.0
17058618,100.0,3,200.26485499572055
30606165,100.0,4,173.6318601569381
90260929,357.33,0,425.2038657460475
40797781,1182.91,3,964.815977688937
66533040,100.0,4,100.0
83798402,100.0,4,100.0
57786859,100.0,3,100.0
60845249,873.16,3,755.278221575561
25516818,100.0,3,154.95912869500097
28467373,153.57,4,163.73063284250935
60197659,100.0,0,207.5111541730708
46128578,100.0,3,196.1041831993444
73079625,100.0,1,100.0
65184780,100.0,0,418.3411972232752
63074353,486.12,2,288.6664037595888
36445132,851.45,1,673.0712966675534
32670859,292.69,0,135.384843376403
33261871,331.9,0,292.57331774479525
12832356,568.78,2,542.6072570301357
39048050,100.0,0,246.35203450870443
99269359,198.28,3,198.4910336313131
82922399,345.24,3,192.8858007131501
16983642,454.89,2,504.32932443688884
64173363,1303.96,0,1153.7086568173156
16749387,100.0,4,100.0
22569697,100.0,0,127.98055580214935
61702023,2995.56,1,2236.0057869622365
76328458,657.85,1,406.3269221004161
56996264,100.0,1,100.0
67560501,100.0,2,192.00364326397988
46719783,100.0,1,100.0
58941638,194.54,4,137.8565291146695
