customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,394.7640904630363
77915507,103.15,0,147.93268851694418
31958910,297.28,3,462.9570406025544
76868487,353.81,2,516.1709386428647
69435006,392.83,0,408.2464818577059
77839435,729.68,3,682.4301011800851
48477656,232.55,1,321.8679810662581
35650259,343.17,0,423.61208038389816
52835676,278.63,1,170.8503514637261
94747661,100.0,4,100.0
86721650,601.09,3,557.3773174460778
13990016,241.79,3,221.94344313390937
52181606,579.11,3,881.7510234037424
55031862,100.0,0,131.24298602284264
63458545,132.64,3,162.58297331050926
70077133,280.2,3,250.06529290845563
94797989,100.0,4,100.0
11861113,130.48,1,199.1084492534518
71300790,100.0,2,100.0
56912274,100.0,2,115.33463518123702
69361118,538.62,3,308.0444760078466
58527003,100.0,4,198.54721117919232
78621389,250.92,3,157.53272962974899
95531820,134.59,0,297.60190454468443
64980163,100.0,2,125.86001361182676
51770731,1228.82,2,978.5091716127602
63600010,100.0,3,191.8803291178448
29680959,100.0,3,100.38998115413597
77254126,879.47,4,846.6414329038242
64268951,248.5,2,121.90351358622063
95460983,966.87,1,1171.5261505348628
64345143,359.28,2,270.39927064461864
52560459,100.0,3,100.0
67522325,100.59,1,123.69400350106434
47501584,100.0,0,100.0
87983467,100.0,1,100.0
87404131,272.42,3,197.95910229427295
75471595,385.88,3,487.02802594497945
42131372,100.0,3,217.12949743488622
37786340,445.08,3,423.18347112550475
26532649,100.0,0,180.04059936051848
16428210,412.28,2,511.4505742799255
34168928,100.0,2,100.0
78990863,227.38,1,261.73983567865486
78006645,479.47,2,436.2588377388625
12605714,100.0,3,109.49513396151649
51442746,328.49,1,363.7132184220651
48588939,100.0,2,100.0
46824260,244.74,4,343.42273845908244
48441046,560.87,1,608.1737506004447
96319123,100.0,2,100.87871821490573
53707476,1349.93,3,1253.1463261957458
61720637,100.0,0,109.64220487114818
83555331,100.0,0,106.32247123221465
89361748,315.25,2,345.6971058862126
77759109,680.51,4,668.6530262365524
44371592,428.94,3,571.2954255926055
26610817,1935.7,2,2038.6637669947495
13069781,198.95,2,140.8663109041146
74898724,3520.63,2,3407.0026873935262
97917718,100.0,4,100.0
94674668,100.0,0,100.0
98344221,595.31,2,401.96536667468064
95493941,527.95,1,468.72720670945245
20408310,100.0,3,100.0
35204750,100.0,3,236.1418191248416
32991669,401.8,4,322.86684020102405
15451514,100.0,4,138.07398592399034
99875046,2162.23,2,2007.8291558295537
34442521,305.4,0,275.3157824562993
22536188,100.0,0,100.0
16752709,686.5,3,507.9567188805928
41318787,100.0,2,102.73204388669004
17058618,100.0,3,137.33580675248518
30606165,100.0,4,244.39498579956484
90260929,357.33,0,226.50796688982385
40797781,1182.91,3,1078.7216532584
66533040,100.0,4,126.9307918256412
83798402,100.0,4,100.0
57786859,100.0,3,100.0
60845249,873.16,3,952.1231558073611
25516818,100.0,3,167.9631964440171
28467373,153.57,4,116.02607893986597
60197659,100.0,0,187.36112352053559
46128578,100.0,3,116.28474249902655
73079625,100.0,1,100.0
65184780,100.0,0,224.34178657998615
63074353,486.12,2,335.42893187752054
36445132,851.45,1,775.373040080899
32670859,292.69,0,194.83028424689377
33261871,331.9,0,270.83604736648147
12832356,568.78,2,526.2512232689576
39048050,100.0,0,126.71083244945974
99269359,198.28,3,216.99292871645056
82922399,345.24,3,277.85023297477346
16983642,454.89,2,557.951125472204
64173363,1303.96,0,1375.8523887383926
