customer_id,target_monthly_spend,fold_id,oof_prediction
75570383,573.78,1,340.7744083333332
77915507,103.15,0,138.0892500000001
31958910,297.28,3,478.3058500000002
76868487,353.81,2,500.98890833333303
69435006,392.83,0,389.4445333333333
77839435,729.68,3,640.8599749999998
48477656,232.55,1,292.4179249999997
35650259,343.17,0,370.5995249999997
52835676,278.63,1,160.20568333333335
94747661,100.0,4,112.92122499999999
86721650,601.09,3,546.8704666666663
13990016,241.79,3,209.0706916666668
52181606,579.11,3,813.2523749999996
55031862,100.0,0,155.8497
63458545,132.64,3,146.72359999999992
70077133,280.2,3,168.87491666666662
94797989,100.0,4,100.84138333333334
11861113,130.48,1,212.16710000000006
71300790,100.0,2,113.66307499999999
56912274,100.0,2,123.98010833333339
69361118,538.62,3,300.01399999999995
58527003,100.0,4,236.76578333333342
78621389,250.92,3,160.44763333333333
95531820,134.59,0,267.7850083333332
64980163,100.0,2,129.3227
51770731,1228.82,2,1146.3217499999998
63600010,100.0,3,164.51699166666668
29680959,100.0,3,109.4104666666667
77254126,879.47,4,997.5758999999993
64268951,248.5,2,125.7890333333333
95460983,966.87,1,1027.4017166666665
64345143,359.28,2,237.56958333333324
52560459,100.0,3,105.96850833333332
67522325,100.59,1,117.88049166666664
47501584,100.0,0,102.18233333333336
87983467,100.0,1,116.22051666666663
87404131,272.42,3,222.15860833333326
75471595,385.88,3,468.3757500000004
42131372,100.0,3,202.39273333333335
37786340,445.08,3,328.40610833333324
26532649,100.0,0,188.93143333333336
16428210,412.28,2,426.1850750000001
34168928,100.0,2,108.12312499999999
78990863,227.38,1,346.17870000000005
78006645,479.47,2,405.5225083333332
12605714,100.0,3,122.22740833333336
51442746,328.49,1,365.4766333333333
48588939,100.0,2,100.00122499999999
46824260,244.74,4,370.46865
48441046,560.87,1,526.6647833333334
96319123,100.0,2,112.57625833333333
53707476,1349.93,3,1017.7229166666667
61720637,100.0,0,101.46255833333335
83555331,100.0,0,104.16036666666668
89361748,315.25,2,317.4623916666666
77759109,680.51,4,659.6329333333332
44371592,428.94,3,669.2377416666667
